alpha,n_iterations,n_reps,labeling,value
0.75,10,10,[ 29 15 14 9 32 6 16 13 25 4 33 39 38 12 28 11 35 21 30 37 17 24 31 26 19 22 36 23 34 3 18 7 5 10 2 27 1 20 8 ],6
0.75,10,10,[ 29 15 14 9 32 6 16 13 25 4 33 39 38 12 28 11 35 21 30 37 17 24 31 26 19 22 36 23 34 3 18 7 5 10 2 27 1 20 8 ],6
0.75,10,10,[ 29 15 14 9 32 6 16 13 25 4 33 39 38 12 28 11 35 21 30 37 17 24 31 26 19 22 36 23 34 3 18 7 5 10 2 27 1 20 8 ],6
0.75,50,10,[ 14 16 10 12 33 37 18 11 8 9 5 4 36 17 38 1 34 22 35 39 15 26 29 25 20 28 30 23 6 7 19 3 24 13 32 27 2 21 31 ],7
0.75,50,10,[ 17 15 10 14 34 35 18 6 8 2 7 5 30 16 24 4 38 22 37 36 13 29 31 27 25 26 39 19 3 1 21 9 23 12 32 28 11 20 33 ],7
0.75,50,10,[ 13 16 9 12 35 22 17 6 37 5 4 3 39 15 36 10 33 1 31 29 18 25 30 24 20 26 34 23 8 2 19 11 28 14 38 27 7 21 32 ],8
0.75,50,10,[ 29 12 11 13 31 7 15 14 3 4 36 38 35 17 33 1 32 5 39 34 16 27 28 23 20 24 37 22 30 6 18 21 25 10 2 26 9 19 8 ],8
0.75,50,10,[ 18 9 12 13 34 35 22 8 2 5 6 3 30 15 26 11 37 7 39 33 17 29 28 27 24 31 38 20 4 1 16 19 25 10 36 23 14 21 32 ],7
0.75,50,10,[ 31 12 14 11 34 4 19 2 1 10 32 38 39 16 23 8 33 7 30 36 15 25 37 24 17 28 29 18 35 6 20 21 26 13 5 27 3 22 9 ],7
0.75,50,10,[ 19 12 14 10 28 39 15 11 1 8 9 7 36 17 35 2 37 3 33 29 16 30 32 25 23 24 31 21 4 5 18 22 26 13 38 27 6 20 34 ],9
0.75,50,10,[ 22 14 10 11 31 39 16 15 3 1 7 6 30 13 37 2 35 21 32 34 18 28 33 24 23 27 29 20 5 8 17 9 26 12 38 25 4 19 36 ],8
0.75,50,10,[ 18 14 9 12 30 1 15 4 6 3 38 34 33 16 26 10 32 7 35 39 17 27 36 24 19 29 37 21 31 8 20 23 25 13 5 28 11 22 2 ],8
0.75,50,10,[ 20 16 12 13 37 38 21 11 6 3 2 9 35 15 27 8 39 24 31 34 14 25 29 26 19 28 36 23 4 5 18 1 22 7 33 30 10 17 32 ],7
0.75,100,10,[ 32 15 11 12 35 2 19 3 5 10 34 30 37 16 26 4 39 20 33 38 14 27 36 23 22 28 29 18 31 8 17 9 24 13 1 25 6 21 7 ],8
0.75,100,10,[ 13 12 15 14 30 39 18 6 1 4 8 3 37 17 27 10 29 22 38 33 16 32 36 26 21 25 31 23 2 5 20 7 24 9 35 28 11 19 34 ],7
0.75,100,10,[ 20 10 12 14 38 2 16 13 1 4 39 30 32 11 34 5 35 21 29 36 18 33 28 25 23 27 37 22 31 9 17 3 26 15 6 24 7 19 8 ],7
0.75,100,10,[ 23 10 14 7 34 1 19 13 24 8 33 36 31 16 26 12 32 21 35 39 15 29 38 25 17 28 30 20 37 5 18 3 6 11 2 27 4 22 9 ],7
0.75,100,10,[ 20 13 14 11 32 36 16 4 3 6 9 2 35 12 33 5 34 7 31 37 18 30 28 24 23 25 29 21 8 1 17 22 27 15 39 26 10 19 38 ],8
0.75,100,10,[ 25 10 12 15 32 5 19 14 24 8 36 38 31 16 33 1 39 22 37 29 13 35 30 23 17 27 28 21 34 2 18 9 6 11 3 26 4 20 7 ],7
0.75,100,10,[ 31 13 12 10 35 4 15 14 5 8 33 36 34 17 29 3 30 7 39 37 16 24 28 26 19 23 32 22 38 9 18 21 25 11 1 27 2 20 6 ],8
0.75,100,10,[ 2 12 13 11 34 35 16 14 5 1 8 7 33 17 37 3 32 10 36 31 18 27 29 28 23 24 30 22 4 9 19 21 25 15 38 26 6 20 39 ],7
0.75,100,10,[ 17 16 10 12 36 35 21 11 6 5 4 2 32 15 28 8 37 23 38 39 14 26 27 25 20 31 34 22 3 7 19 1 24 9 33 29 13 18 30 ],8
0.75,100,10,[ 22 12 10 14 21 2 15 5 34 7 36 38 29 17 27 9 30 1 37 35 16 33 31 32 23 25 28 20 39 3 18 8 24 13 6 26 11 19 4 ],7
0.8,10,10,[ 23 14 15 10 33 35 18 13 4 7 6 5 32 17 29 9 38 1 37 39 16 30 27 26 20 24 31 22 2 3 19 8 25 12 34 28 11 21 36 ],6
0.8,10,10,[ 22 15 11 12 31 3 17 5 2 8 38 33 35 16 30 10 32 23 34 36 14 26 29 28 20 25 37 21 39 6 19 9 24 13 1 27 4 18 7 ],8
0.8,10,10,[ 22 15 11 12 31 3 17 5 2 8 38 33 35 16 30 10 32 23 34 36 14 26 29 28 20 25 37 21 39 6 19 9 24 13 1 27 4 18 7 ],8
0.8,10,10,[ 22 15 11 12 31 3 17 5 2 8 38 33 35 16 30 10 32 23 34 36 14 26 29 28 20 25 37 21 39 6 19 9 24 13 1 27 4 18 7 ],8
0.8,10,10,[ 22 15 11 12 31 3 17 5 2 8 38 33 35 16 30 10 32 23 34 36 14 26 29 28 20 25 37 21 39 6 19 9 24 13 1 27 4 18 7 ],8
0.8,10,10,[ 23 8 10 12 39 5 19 11 27 1 32 36 34 15 33 2 31 16 38 35 14 26 30 25 18 28 29 22 37 6 17 9 21 13 7 24 4 20 3 ],6
0.8,10,10,[ 23 8 10 12 39 5 19 11 27 1 32 36 34 15 33 2 31 16 38 35 14 26 30 25 18 28 29 22 37 6 17 9 21 13 7 24 4 20 3 ],6
0.8,10,10,[ 23 8 10 12 39 5 19 11 27 1 32 36 34 15 33 2 31 16 38 35 14 26 30 25 18 28 29 22 37 6 17 9 21 13 7 24 4 20 3 ],6
0.8,10,10,[ 23 8 10 12 39 5 19 11 27 1 32 36 34 15 33 2 31 16 38 35 14 26 30 25 18 28 29 22 37 6 17 9 21 13 7 24 4 20 3 ],6
0.8,10,10,[ 24 12 13 14 23 5 15 8 33 6 34 38 32 16 28 9 31 1 39 36 17 29 35 27 20 22 30 21 37 3 18 10 26 11 2 25 4 19 7 ],7
0.8,50,10,[ 24 12 13 14 23 5 15 8 33 6 34 38 32 16 28 9 31 1 39 36 17 29 35 27 20 22 30 21 37 3 18 10 26 11 2 25 4 19 7 ],7
0.8,50,10,[ 17 12 15 14 32 39 20 10 2 4 5 3 34 13 27 9 31 8 37 36 16 26 30 29 19 28 38 24 6 1 18 22 23 7 35 25 11 21 33 ],7
0.8,50,10,[ 37 11 14 13 36 7 19 12 3 4 38 34 35 16 26 10 39 22 32 30 15 25 31 27 18 28 29 20 33 6 17 1 23 9 2 24 8 21 5 ],7
0.8,50,10,[ 21 14 9 13 37 4 15 8 1 2 36 38 35 17 28 11 39 23 34 30 16 32 31 24 19 27 29 22 33 7 18 5 25 10 3 26 12 20 6 ],7
0.8,50,10,[ 32 13 14 10 37 4 16 12 6 3 39 36 30 15 26 11 33 22 31 35 17 25 34 28 18 23 29 21 38 5 19 1 24 9 2 27 8 20 7 ],7
0.8,50,10,[ 19 11 13 14 32 36 18 10 1 2 5 4 39 16 30 12 31 7 34 33 15 27 29 28 20 26 37 22 6 3 17 23 24 8 35 25 9 21 38 ],8
0.8,50,10,[ 34 15 13 9 39 6 17 7 2 4 33 37 30 16 27 10 32 22 31 35 14 25 29 24 20 28 36 21 38 5 19 1 23 11 3 26 12 18 8 ],7
0.8,50,10,[ 20 13 11 10 23 37 16 14 32 5 6 4 33 15 30 12 39 1 36 31 17 27 35 26 21 25 29 22 2 7 19 8 24 9 38 28 3 18 34 ],7
0.8,50,10,[ 17 13 12 14 35 36 21 11 4 8 6 1 34 16 30 5 39 22 38 31 15 27 26 29 20 28 37 24 7 3 18 9 23 10 33 25 2 19 32 ],7
0.8,50,10,[ 16 12 13 11 21 37 19 4 33 8 3 5 39 15 27 10 34 1 32 31 17 28 29 24 23 30 38 20 2 6 18 9 26 14 35 25 7 22 36 ],7
0.8,100,10,[ 19 15 12 10 36 37 18 8 7 6 4 2 33 16 28 11 35 23 34 39 14 31 29 27 20 26 30 22 5 3 17 1 24 13 38 25 9 21 32 ],8
0.8,100,10,[ 21 12 14 13 34 39 17 9 5 2 3 4 36 15 28 6 35 11 33 38 16 30 27 29 20 25 31 22 1 7 18 23 24 10 32 26 8 19 37 ],7
0.8,100,10,[ 16 13 14 10 22 38 18 9 34 3 6 7 37 17 35 11 30 1 39 29 15 25 32 26 23 28 31 21 5 2 19 8 24 12 33 27 4 20 36 ],7
0.8,100,10,[ 21 15 9 13 22 39 16 7 34 4 3 6 36 14 28 8 37 2 31 38 17 33 29 27 20 24 30 23 5 1 18 10 26 12 32 25 11 19 35 ],7
0.8,100,10,[ 22 15 12 11 39 37 17 9 5 2 3 4 38 16 28 14 30 8 31 33 18 32 29 26 21 24 36 23 6 7 19 1 25 13 34 27 10 20 35 ],7
0.8,100,10,[ 19 12 15 13 34 39 21 5 2 4 6 1 37 14 27 9 32 8 36 33 17 28 26 30 20 29 35 22 7 3 16 23 25 11 38 24 10 18 31 ],8
0.8,100,10,[ 19 15 12 13 33 37 20 4 5 2 3 6 36 16 30 8 39 23 34 38 14 26 28 25 21 29 31 22 7 1 18 9 24 11 32 27 10 17 35 ],8
0.8,100,10,[ 21 13 14 10 32 39 18 11 3 2 7 8 38 16 35 9 36 4 37 29 17 28 30 25 19 27 31 23 6 5 15 22 26 12 34 24 1 20 33 ],8
0.8,100,10,[ 19 15 13 9 39 37 18 12 7 3 6 8 36 16 30 10 32 23 35 38 14 28 27 31 20 25 29 22 1 4 17 5 24 11 34 26 2 21 33 ],7
0.8,100,10,[ 29 14 11 13 34 3 19 12 6 5 35 37 39 16 31 9 38 21 32 28 15 27 30 23 18 26 33 22 36 4 17 2 25 8 1 24 10 20 7 ],7
0.85,10,10,[ 26 15 11 13 37 3 18 6 7 1 39 36 34 14 29 8 33 23 35 31 16 28 32 27 17 24 30 20 38 4 19 10 22 12 5 25 9 21 2 ],6
0.85,10,10,[ 22 16 14 11 39 37 19 8 7 2 5 4 38 15 27 12 33 1 31 32 18 28 29 30 21 26 36 23 3 6 17 10 25 13 34 24 9 20 35 ],7
0.85,10,10,[ 22 16 14 11 39 37 19 8 7 2 5 4 38 15 27 12 33 1 31 32 18 28 29 30 21 26 36 23 3 6 17 10 25 13 34 24 9 20 35 ],7
0.85,10,10,[ 22 16 14 11 39 37 19 8 7 2 5 4 38 15 27 12 33 1 31 32 18 28 29 30 21 26 36 23 3 6 17 10 25 13 34 24 9 20 35 ],7
0.85,10,10,[ 22 16 14 11 39 37 19 8 7 2 5 4 38 15 27 12 33 1 31 32 18 28 29 30 21 26 36 23 3 6 17 10 25 13 34 24 9 20 35 ],7
0.85,10,10,[ 10 14 15 11 34 39 18 13 7 6 5 3 36 16 31 9 38 23 35 32 17 28 30 26 21 25 29 22 4 1 19 2 24 12 37 27 8 20 33 ],7
0.85,10,10,[ 10 14 15 11 34 39 18 13 7 6 5 3 36 16 31 9 38 23 35 32 17 28 30 26 21 25 29 22 4 1 19 2 24 12 37 27 8 20 33 ],7
0.85,10,10,[ 10 14 15 11 34 39 18 13 7 6 5 3 36 16 31 9 38 23 35 32 17 28 30 26 21 25 29 22 4 1 19 2 24 12 37 27 8 20 33 ],7
0.85,10,10,[ 10 14 15 11 34 39 18 13 7 6 5 3 36 16 31 9 38 23 35 32 17 28 30 26 21 25 29 22 4 1 19 2 24 12 37 27 8 20 33 ],7
0.85,10,10,[ 27 15 11 13 22 3 16 7 38 4 36 35 37 14 30 8 34 1 33 29 17 28 32 26 19 25 31 20 39 5 18 9 23 12 6 24 10 21 2 ],6
0.85,50,10,[ 28 13 14 10 34 2 19 11 5 3 38 37 36 16 33 12 32 22 39 29 15 25 30 27 18 26 31 20 35 7 17 8 23 9 1 24 4 21 6 ],7
0.85,50,10,[ 23 14 15 11 39 37 18 12 8 5 2 3 35 17 31 7 34 1 32 30 16 27 29 28 21 26 33 22 6 4 19 9 24 13 36 25 10 20 38 ],6
0.85,50,10,[ 23 13 12 14 33 4 18 10 29 5 38 39 31 8 28 9 32 2 36 34 15 26 30 27 20 25 35 21 37 1 17 11 22 16 6 24 7 19 3 ],7
0.85,50,10,[ 22 15 13 11 35 4 16 8 7 5 38 36 37 14 28 10 30 23 39 32 17 29 33 25 19 26 31 21 34 1 18 2 24 12 3 27 9 20 6 ],7
0.85,50,10,[ 18 15 12 10 33 38 19 11 7 6 5 3 36 14 31 8 37 1 34 29 17 26 32 28 21 27 30 22 4 2 16 23 24 13 39 25 9 20 35 ],7
0.85,50,10,[ 24 16 12 14 36 38 18 8 7 2 3 4 39 15 30 11 34 1 32 33 17 28 31 27 21 26 29 22 5 6 19 10 23 13 35 25 9 20 37 ],6
0.85,50,10,[ 18 12 14 11 23 38 20 7 33 5 3 6 35 16 30 10 37 1 32 31 15 26 29 27 19 28 36 22 2 4 17 9 24 13 34 25 8 21 39 ],8
0.85,50,10,[ 20 13 14 11 24 37 18 12 36 4 5 2 38 16 29 8 31 1 33 32 15 26 34 27 21 25 30 22 3 6 19 9 23 10 35 28 7 17 39 ],7
0.85,50,10,[ 20 12 14 13 34 3 19 11 5 8 39 35 38 15 32 6 37 22 33 31 17 27 30 28 18 26 29 21 36 7 16 4 25 10 2 24 9 23 1 ],7
0.85,50,10,[ 19 14 11 13 22 1 18 8 39 4 35 37 33 16 27 12 34 2 31 32 15 28 29 30 20 26 36 23 38 5 17 9 25 10 3 24 7 21 6 ],7
0.85,100,10,[ 21 15 13 10 39 3 17 9 6 7 34 37 31 14 27 12 36 23 32 33 16 29 30 28 19 26 35 20 38 1 18 8 24 11 2 25 4 22 5 ],7
0.85,100,10,[ 24 13 14 10 39 3 18 12 4 5 35 37 36 16 28 6 33 8 32 31 15 30 27 29 20 26 34 21 38 7 17 22 23 11 1 25 9 19 2 ],7
0.85,100,10,[ 23 16 12 13 35 34 19 10 5 7 1 4 38 15 29 9 33 2 32 31 18 28 27 24 21 30 36 22 6 3 17 11 26 14 39 25 8 20 37 ],8
0.85,100,10,[ 22 16 14 13 33 36 19 10 1 7 5 3 37 15 27 11 32 2 34 31 18 29 30 28 21 26 35 23 6 4 17 9 25 12 39 24 8 20 38 ],7
0.85,100,10,[ 23 14 11 13 36 1 18 12 24 4 35 38 39 16 29 5 33 9 32 31 15 27 34 26 17 25 30 20 37 2 19 22 8 10 3 28 7 21 6 ],7
0.85,100,10,[ 16 14 11 13 38 39 18 10 7 5 1 6 32 15 29 9 33 23 37 31 17 28 34 24 21 27 30 22 4 2 19 8 25 12 36 26 3 20 35 ],7
0.85,100,10,[ 20 12 13 14 37 3 16 8 26 7 34 39 33 15 28 11 32 24 38 36 17 31 30 25 19 23 29 22 35 2 18 9 6 10 1 27 4 21 5 ],7
0.85,100,10,[ 16 13 12 14 36 38 18 9 4 5 6 3 39 15 29 8 32 23 31 33 17 30 28 26 21 25 34 22 1 7 19 2 24 11 35 27 10 20 37 ],7
0.85,100,10,[ 21 14 15 12 35 39 19 9 3 4 1 2 38 13 28 11 30 23 32 31 17 26 34 29 20 27 33 22 5 6 18 7 24 8 36 25 10 16 37 ],7
0.85,100,10,[ 39 15 13 10 36 6 18 12 8 5 32 38 37 14 28 9 34 21 31 35 17 30 27 25 19 26 29 20 33 2 16 7 24 11 1 23 4 22 3 ],7
0.9,10,10,[ 15 14 13 12 39 38 19 9 7 2 1 4 33 16 29 11 35 23 34 30 17 27 32 28 21 26 31 22 5 3 18 8 24 10 37 25 6 20 36 ],7
0.9,10,10,[ 31 13 14 11 36 2 17 8 7 6 39 38 35 15 28 9 33 23 34 32 16 27 29 25 19 26 30 20 37 1 18 5 22 12 4 24 10 21 3 ],6
0.9,10,10,[ 31 13 14 11 36 2 17 8 7 6 39 38 35 15 28 9 33 23 34 32 16 27 29 25 19 26 30 20 37 1 18 5 22 12 4 24 10 21 3 ],6
0.9,10,10,[ 31 13 14 11 36 2 17 8 7 6 39 38 35 15 28 9 33 23 34 32 16 27 29 25 19 26 30 20 37 1 18 5 22 12 4 24 10 21 3 ],6
0.9,10,10,[ 31 13 14 11 36 2 17 8 7 6 39 38 35 15 28 9 33 23 34 32 16 27 29 25 19 26 30 20 37 1 18 5 22 12 4 24 10 21 3 ],6
0.9,10,10,[ 18 13 14 11 38 39 19 8 6 7 3 4 33 15 30 9 34 24 35 32 16 28 29 26 21 27 31 22 2 1 17 5 23 12 36 25 10 20 37 ],7
0.9,10,10,[ 18 13 14 11 38 39 19 8 6 7 3 4 33 15 30 9 34 24 35 32 16 28 29 26 21 27 31 22 2 1 17 5 23 12 36 25 10 20 37 ],7
0.9,10,10,[ 18 13 14 11 38 39 19 8 6 7 3 4 33 15 30 9 34 24 35 32 16 28 29 26 21 27 31 22 2 1 17 5 23 12 36 25 10 20 37 ],7
0.9,10,10,[ 18 13 14 11 38 39 19 8 6 7 3 4 33 15 30 9 34 24 35 32 16 28 29 26 21 27 31 22 2 1 17 5 23 12 36 25 10 20 37 ],7
0.9,10,10,[ 14 15 13 11 35 39 20 8 5 6 2 3 38 16 27 10 34 24 32 31 17 29 30 28 21 26 33 22 1 4 18 9 23 12 37 25 7 19 36 ],6
0.9,50,10,[ 17 14 13 12 39 38 19 10 7 2 1 4 33 16 30 9 32 8 35 34 15 27 29 25 21 28 31 22 3 5 18 24 23 11 37 26 6 20 36 ],7
0.9,50,10,[ 22 13 14 11 38 2 17 9 5 7 35 39 34 15 31 10 36 23 33 30 16 27 29 28 19 26 32 21 37 3 18 8 24 12 1 25 6 20 4 ],7
0.9,50,10,[ 28 13 14 12 38 3 18 8 6 2 37 39 34 15 29 10 35 22 33 30 16 26 32 27 19 25 31 20 36 5 17 9 23 11 4 24 7 21 1 ],7
0.9,50,10,[ 18 14 13 12 37 39 19 8 7 2 5 1 38 15 30 9 33 24 32 34 16 27 31 28 21 26 29 22 3 4 17 6 23 11 36 25 10 20 35 ],7
0.9,50,10,[ 19 13 14 12 39 38 20 10 5 7 4 2 35 16 30 9 34 24 32 31 15 27 29 25 21 28 33 22 3 1 18 8 23 11 36 26 6 17 37 ],7
0.9,50,10,[ 22 14 12 13 39 3 17 8 6 2 38 36 34 15 29 10 32 23 35 31 16 27 30 28 19 26 33 21 37 5 18 9 24 11 1 25 7 20 4 ],7
0.9,50,10,[ 18 15 12 13 35 38 19 10 7 8 3 4 36 14 29 11 34 25 33 32 16 28 31 26 21 27 30 22 2 1 17 6 23 9 37 24 5 20 39 ],7
0.9,50,10,[ 20 13 14 11 34 2 18 8 4 6 39 36 35 15 28 10 31 7 37 33 16 29 32 27 19 26 30 21 38 5 17 23 24 12 1 25 9 22 3 ],8
0.9,50,10,[ 26 14 12 13 35 1 18 9 3 6 36 39 38 15 28 11 31 22 34 33 16 29 32 27 19 25 30 20 37 5 17 8 23 10 2 24 7 21 4 ],7
0.9,50,10,[ 18 13 14 12 39 37 19 8 3 6 2 4 34 15 30 9 35 23 32 31 16 29 28 27 21 26 33 22 1 5 17 7 25 11 38 24 10 20 36 ],7
0.9,100,10,[ 18 13 14 11 38 39 19 8 5 7 3 2 34 15 30 9 33 6 35 31 16 28 29 26 21 27 32 22 4 1 17 25 23 12 36 24 10 20 37 ],7
0.9,100,10,[ 18 13 14 12 37 39 19 9 5 8 3 2 38 15 29 11 32 7 33 34 16 28 31 27 21 26 30 22 4 1 17 23 25 10 35 24 6 20 36 ],7
0.9,100,10,[ 22 13 14 12 37 2 17 8 5 6 35 39 38 16 28 10 33 7 32 34 15 29 30 27 19 25 31 20 36 1 18 24 23 11 3 26 9 21 4 ],7
0.9,100,10,[ 18 14 12 13 34 38 19 10 3 6 4 2 35 15 29 7 31 23 37 33 16 27 32 28 21 26 30 22 1 5 17 8 24 11 39 25 9 20 36 ],7
0.9,100,10,[ 20 13 14 12 39 1 17 9 6 5 37 38 34 15 30 8 32 24 35 31 16 28 29 27 19 26 33 21 36 7 18 4 23 11 2 25 10 22 3 ],7
0.9,100,10,[ 21 13 14 11 39 2 18 8 3 4 36 37 35 16 28 10 34 24 31 32 15 29 30 25 19 27 33 20 38 6 17 7 23 12 5 26 9 22 1 ],7
0.9,100,10,[ 22 13 14 11 36 1 17 8 6 2 39 37 38 15 27 10 34 7 32 31 16 29 30 28 19 26 33 20 35 3 18 24 23 12 5 25 9 21 4 ],7
0.9,100,10,[ 17 14 12 13 39 38 19 8 6 5 2 4 32 15 27 10 33 24 35 34 16 28 31 26 21 29 30 22 3 1 18 7 23 11 36 25 9 20 37 ],7
0.9,100,10,[ 23 15 12 13 38 3 18 10 27 2 37 39 33 14 29 9 35 8 34 31 16 28 32 26 19 25 30 21 36 5 17 22 7 11 4 24 6 20 1 ],7
0.9,100,10,[ 23 13 14 11 39 3 18 8 27 7 37 38 33 15 28 9 34 22 35 30 16 29 32 26 19 25 31 20 36 1 17 5 6 12 2 24 10 21 4 ],7
0.95,10,10,[ 9 15 14 13 36 39 20 10 5 6 1 2 35 16 29 11 33 25 34 32 17 28 30 26 21 27 31 22 4 3 18 8 23 12 37 24 7 19 38 ],6
0.95,10,10,[ 23 14 13 12 36 2 18 9 5 6 38 39 35 15 29 10 33 25 34 32 16 28 30 26 19 27 31 20 37 3 17 8 22 11 4 24 7 21 1 ],6
0.95,10,10,[ 23 14 13 12 36 2 18 9 5 6 38 39 35 15 29 10 33 25 34 32 16 28 30 26 19 27 31 20 37 3 17 8 22 11 4 24 7 21 1 ],6
0.95,10,10,[ 23 14 13 12 36 2 18 9 5 6 38 39 35 15 29 10 33 25 34 32 16 28 30 26 19 27 31 20 37 3 17 8 22 11 4 24 7 21 1 ],6
0.95,10,10,[ 23 14 13 12 36 2 18 9 5 6 38 39 35 15 29 10 33 25 34 32 16 28 30 26 19 27 31 20 37 3 17 8 22 11 4 24 7 21 1 ],6
0.95,10,10,[ 20 14 13 12 37 39 19 9 6 4 1 2 35 15 29 10 34 24 33 31 16 28 30 27 21 26 32 22 3 5 17 8 23 11 36 25 7 18 38 ],7
0.95,10,10,[ 20 14 13 12 37 39 19 9 6 4 1 2 35 15 29 10 34 24 33 31 16 28 30 27 21 26 32 22 3 5 17 8 23 11 36 25 7 18 38 ],7
0.95,10,10,[ 20 14 13 12 37 39 19 9 6 4 1 2 35 15 29 10 34 24 33 31 16 28 30 27 21 26 32 22 3 5 17 8 23 11 36 25 7 18 38 ],7
0.95,10,10,[ 20 14 13 12 37 39 19 9 6 4 1 2 35 15 29 10 34 24 33 31 16 28 30 27 21 26 32 22 3 5 17 8 23 11 36 25 7 18 38 ],7
0.95,10,10,[ 9 15 14 13 36 39 20 10 5 6 1 2 35 16 29 11 33 25 34 32 17 28 30 26 21 27 31 22 4 3 18 8 23 12 37 24 7 19 38 ],6
0.95,50,10,[ 21 14 13 12 37 1 18 9 5 6 39 38 34 15 29 10 32 25 35 33 16 28 30 27 19 26 31 20 36 4 17 8 23 11 2 24 7 22 3 ],7
0.95,50,10,[ 18 14 13 12 35 38 20 9 5 6 1 2 36 15 29 10 32 24 34 33 16 28 30 26 21 27 31 22 3 4 17 7 23 11 37 25 8 19 39 ],7
0.95,50,10,[ 19 14 13 12 36 39 20 9 5 6 1 2 35 15 29 10 33 25 34 32 16 28 30 26 21 27 31 22 4 3 17 8 23 11 37 24 7 18 38 ],7
0.95,50,10,[ 20 14 13 12 37 39 19 9 5 6 1 2 35 15 29 10 34 24 33 31 16 28 30 27 21 26 32 22 3 4 17 8 23 11 36 25 7 18 38 ],7
0.95,50,10,[ 19 14 13 12 36 39 20 9 5 6 1 2 35 15 29 10 33 25 34 32 16 28 30 26 21 27 31 22 4 3 17 8 23 11 37 24 7 18 38 ],7
0.95,50,10,[ 22 14 13 12 36 1 18 11 5 6 39 38 34 15 29 8 32 24 35 33 16 28 31 27 19 26 30 20 37 4 17 7 23 10 2 25 9 21 3 ],7
0.95,50,10,[ 18 14 13 12 36 39 20 9 5 6 1 2 35 15 29 10 33 25 34 32 16 28 30 26 21 27 31 22 4 3 17 8 23 11 37 24 7 19 38 ],7
0.95,50,10,[ 19 14 13 12 36 39 20 9 5 6 1 2 34 15 29 10 32 25 35 33 16 28 31 26 21 27 30 22 4 3 17 8 23 11 38 24 7 18 37 ],7
0.95,50,10,[ 20 14 13 12 36 39 19 9 5 6 1 2 35 15 29 10 33 25 34 32 16 28 30 26 21 27 31 22 4 3 17 8 23 11 37 24 7 18 38 ],7
0.95,50,10,[ 22 14 13 12 36 2 18 9 5 6 38 39 35 15 29 10 33 25 34 32 16 28 30 26 19 27 31 20 37 3 17 8 23 11 4 24 7 21 1 ],7
0.95,100,10,[ 21 14 13 12 37 1 18 10 5 6 39 38 34 15 29 8 32 25 35 33 16 28 31 27 19 26 30 20 36 3 17 7 23 11 4 24 9 22 2 ],7
0.95,100,10,[ 22 14 13 12 35 1 18 9 7 6 37 39 36 15 29 10 34 5 33 31 16 28 30 27 19 26 32 20 38 4 17 25 23 11 2 24 8 21 3 ],7
0.95,100,10,[ 20 14 13 12 37 39 19 11 7 4 1 2 34 15 29 9 32 24 35 33 16 28 31 27 21 26 30 22 3 5 17 6 23 10 36 25 8 18 38 ],7
0.95,100,10,[ 21 14 13 12 37 1 18 11 5 6 39 38 34 15 29 8 32 25 35 33 16 28 31 27 19 26 30 20 36 4 17 7 23 10 2 24 9 22 3 ],7
0.95,100,10,[ 22 14 13 12 35 2 18 10 7 6 39 38 36 15 29 8 34 5 33 31 16 28 30 27 19 26 32 20 37 4 17 25 23 11 3 24 9 21 1 ],7
0.95,100,10,[ 18 14 13 12 36 39 20 9 5 6 1 2 34 15 29 10 32 25 35 33 16 28 31 26 21 27 30 22 3 4 17 8 23 11 38 24 7 19 37 ],7
0.95,100,10,[ 20 14 13 12 36 1 18 11 7 4 39 38 34 15 29 8 32 24 35 33 16 28 31 27 19 26 30 21 37 5 17 6 23 10 2 25 9 22 3 ],7
0.95,100,10,[ 20 14 13 12 37 39 19 10 6 5 3 1 35 15 29 9 34 24 33 31 16 28 30 27 21 26 32 22 2 4 17 8 23 11 36 25 7 18 38 ],7
0.95,100,10,[ 21 14 13 12 37 1 18 10 7 6 39 38 35 15 30 9 34 5 33 31 16 28 29 27 19 26 32 20 36 4 17 25 23 11 2 24 8 22 3 ],7
0.95,100,10,[ 20 14 13 12 37 1 18 11 5 6 39 38 34 15 29 8 32 25 35 33 16 28 31 27 19 26 30 21 36 4 17 7 23 10 2 24 9 22 3 ],7
